datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2025-08-01 09:15:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1980.4,1985.7,1980.4,1985.7,15200,31549200,0
2025-08-01 09:16:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1989.2,1990.7,1987.8,1987.8,18000,31549200,1
2025-08-01 09:17:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1987.3,1987.3,1987.3,1987.3,29200,31549200,2
2025-08-01 09:18:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1987,1988.2,1987,1987.1,12400,31559600,3
2025-08-01 09:19:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1987.2,1991.5,1986.8,1991.5,24800,31559600,4
2025-08-01 09:20:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1989.9,1992.5,1989.9,1991.7,22400,31559600,5
2025-08-01 09:21:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1992.1,1995.4,1992.1,1995,13600,31578400,6
2025-08-01 09:22:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1994.5,1997.2,1994.5,1996.1,16000,31578400,7
2025-08-01 09:23:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1995.6,1997.2,1994.2,1997.2,34800,31578400,8
2025-08-01 09:24:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1996.1,1996.1,1994.2,1994.2,24400,31631200,9
2025-08-01 09:25:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1995,1996.7,1993.7,1994.2,39600,31631200,10
2025-08-01 09:26:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1993.4,1994.9,1993.4,1994.9,6000,31631200,11
2025-08-01 09:27:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1995,1996.8,1995,1996.5,159200,31778000,12
2025-08-01 09:28:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1998,1998.8,1997.9,1998.3,10800,31778000,13
2025-08-01 09:29:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1999.6,1999.6,1999.6,1999.6,0,31778000,14
2025-08-01 09:30:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1999.9,1999.9,1999.4,1999.4,14400,31804000,15
2025-08-01 09:31:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1998.7,1998.7,1998.5,1998.5,4800,31804000,16
2025-08-01 09:32:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1998.6,1998.6,1997.8,1997.8,12800,31804000,17
2025-08-01 09:33:00,KOTMAH,NFO,Futures,28-AUG-25,Others,0,1998.5,2000.5,1998.2,2000.5,58400,31818800,18
