Timestamp,Open,High,Low,Close,Trend,Change,SMA_20,SMA_50,RSI
2025-07-30 13:51:34,335,342.3,332.5,339.8,+,1.55,,,
2025-07-30 13:51:35,335,342.3,332.5,339.8,,1.55,,,
2025-07-30 13:51:36,335,342.3,332.5,339.85,+,1.57,,,
2025-07-30 13:51:36,335,342.3,332.5,339.85,,1.57,,,
2025-07-30 13:51:37,335,342.3,332.5,339.95,+,1.6,,,
2025-07-30 13:51:37,335,342.3,332.5,339.9,,1.6,,,
2025-07-30 13:51:38,335,342.3,332.5,339.8,+,1.55,,,
2025-07-30 13:51:38,335,342.3,332.5,339.8,,1.55,,,
2025-07-30 13:51:39,335,342.3,332.5,339.9,+,1.58,,,
2025-07-30 13:51:39,335,342.3,332.5,339.9,,1.58,,,
2025-07-30 13:51:40,335,342.3,332.5,339.8,+,1.55,,,
2025-07-30 13:51:40,335,342.3,332.5,339.8,,1.55,,,
2025-07-30 13:51:41,335,342.3,332.5,339.8,+,1.55,,,
2025-07-30 13:51:41,335,342.3,332.5,339.8,,1.55,,,50.0
2025-07-30 13:51:42,335,342.3,332.5,339.9,,1.55,,,58.33333333333254
2025-07-30 13:51:43,335,342.3,332.5,339.9,+,1.58,,,58.33333333333254
2025-07-30 13:51:43,335,342.3,332.5,339.8,,1.58,,,46.153846153844135
2025-07-30 13:51:44,335,342.3,332.5,339.8,+,1.55,,,46.153846153844135
2025-07-30 13:51:44,335,342.3,332.5,339.8,,1.55,,,36.363636363634484
2025-07-30 13:51:44,335,342.3,332.5,339.8,+,1.55,339.8375,,40.0
2025-07-30 13:51:45,335,342.3,332.5,339.8,,1.55,339.8375,,50.0
2025-07-30 13:51:46,335,342.3,332.5,339.8,+,1.55,339.8375,,50.0
2025-07-30 13:51:46,335,342.3,332.5,339.9,,1.55,339.84000000000003,,50.0
2025-07-30 13:51:46,335,342.3,332.5,339.9,+,1.58,339.8425,,50.0
2025-07-30 13:51:47,335,342.3,332.5,339.85,,1.58,339.8375,,57.142857142861786
2025-07-30 13:51:48,335,342.3,332.5,339.95,+,1.6,339.84000000000003,,66.66666666667088
2025-07-30 13:51:48,335,342.3,332.5,339.95,,1.6,339.84749999999997,,66.66666666667088
2025-07-30 13:51:48,335,342.3,332.5,339.95,+,1.6,339.855,,66.66666666667088
2025-07-30 13:51:49,335,342.3,332.5,339.95,,1.6,339.8575,,57.142857142861786
2025-07-30 13:51:50,335,342.3,332.5,339.95,+,1.6,339.86,,57.142857142861786
2025-07-30 13:51:50,335,342.3,332.5,339.95,,1.6,339.86749999999995,,80.0000000000091
2025-07-30 13:51:50,335,342.3,332.5,339.95,+,1.6,339.875,,80.0000000000091
2025-07-30 13:51:51,335,342.3,332.5,339.95,,1.6,339.88250000000005,,80.0000000000091
2025-07-30 13:51:52,335,342.3,332.5,339.85,+,1.57,339.885,,57.142857142861786
2025-07-30 13:51:52,335,342.3,332.5,339.95,,1.57,339.8875,,66.66666666667088
2025-07-30 13:51:52,335,342.3,332.5,339.8,+,1.55,339.8825,,50.0
2025-07-30 13:51:53,335,342.3,332.5,339.8,,1.55,339.8825,,40.0
2025-07-30 13:51:53,335,342.3,332.5,339.8,+,1.55,339.88250000000005,,40.0
2025-07-30 13:51:53,335,342.3,332.5,339.8,+,1.55,339.88250000000005,,44.44444444444164
2025-07-30 13:51:55,335,342.3,332.5,339.85,,1.55,339.885,,37.500000000001776
2025-07-30 13:51:55,335,342.3,332.5,339.85,+,1.57,339.8875,,37.500000000001776
2025-07-30 13:51:57,335,342.3,332.5,339.8,+,1.55,339.8875,,33.33333333333333
2025-07-30 13:51:57,335,342.3,332.5,339.95,,1.55,339.89,,50.0
2025-07-30 13:51:58,335,342.3,332.5,339.95,+,1.6,339.89250000000004,,50.0
2025-07-30 13:51:58,335,342.3,332.5,339.8,,1.6,339.89,,40.0
2025-07-30 13:51:59,335,342.3,332.5,339.95,+,1.6,339.89,,50.0
2025-07-30 13:51:59,335,342.3,332.5,339.95,,1.6,339.89,,50.0
2025-07-30 13:52:01,335,342.3,332.5,339.95,,1.6,339.89,,56.24999999999867
2025-07-30 13:52:03,335,342.3,332.5,339.8,,1.6,339.8825,,41.17647058823569
2025-07-30 13:52:04,335,342.3,332.5,339.8,+,1.55,339.875,339.865,50.0
2025-07-30 13:52:05,335,342.3,332.5,339.8,,1.55,339.8675,339.865,50.0
2025-07-30 13:52:07,335,342.3,332.5,339.95,,1.55,339.8675,339.86800000000005,58.82352941176432
2025-07-30 13:52:09,335,342.3,332.5,339.95,,1.55,339.86749999999995,339.87,58.82352941176432
2025-07-30 13:52:09,335,342.3,332.5,339.95,+,1.6,339.8725,339.87200000000007,56.24999999999867
2025-07-30 13:52:11,335,342.3,332.5,339.95,,1.6,339.87250000000006,339.87199999999996,56.24999999999867
2025-07-30 13:52:13,335,342.3,332.5,339.85,,1.6,339.875,339.871,52.94117647058942
2025-07-30 13:52:13,335,342.3,332.5,339.85,+,1.57,339.8775,339.87199999999996,42.85714285714402
2025-07-30 13:52:17,335,342.3,332.5,339.9,,1.57,339.8825,339.874,46.66666666666515
2025-07-30 13:52:19,335,342.3,332.5,340.0,+,1.6099999999999999,339.8925,339.876,64.28571428571603
2025-07-30 13:52:19,335,342.3,332.5,340.0,,1.6099999999999999,339.9,339.87800000000004,54.54545454545642
