datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2025-08-01 09:15:00,TCS,NFO,Futures,28-AUG-25,Others,0,3042.8,3042.8,3037,3037,42350,26627650,0
2025-08-01 09:16:00,TCS,NFO,Futures,28-AUG-25,Others,0,3041.9,3042.7,3041.9,3042.7,24150,26627650,1
2025-08-01 09:17:00,TCS,NFO,Futures,28-AUG-25,Others,0,3039.4,3039.4,3037.5,3037.5,15575,26627650,2
2025-08-01 09:18:00,TCS,NFO,Futures,28-AUG-25,Others,0,3037,3038,3035.8,3038,27300,26628525,3
2025-08-01 09:19:00,TCS,NFO,Futures,28-AUG-25,Others,0,3038.8,3043.3,3038.3,3043.3,15925,26628525,4
2025-08-01 09:20:00,TCS,NFO,Futures,28-AUG-25,Others,0,3042.3,3049.7,3042.3,3049.7,15925,26628525,5
2025-08-01 09:21:00,TCS,NFO,Futures,28-AUG-25,Others,0,3049.1,3049.1,3043.9,3043.9,13125,26635875,6
2025-08-01 09:22:00,TCS,NFO,Futures,28-AUG-25,Others,0,3043.3,3051,3042.1,3050.3,12250,26635875,7
2025-08-01 09:23:00,TCS,NFO,Futures,28-AUG-25,Others,0,3049,3049,3047,3047.1,5950,26635875,8
2025-08-01 09:24:00,TCS,NFO,Futures,28-AUG-25,Others,0,3046.7,3047.7,3046,3046.7,5075,26643925,9
2025-08-01 09:25:00,TCS,NFO,Futures,28-AUG-25,Others,0,3047.2,3047.2,3045.5,3045.8,6300,26643925,10
2025-08-01 09:26:00,TCS,NFO,Futures,28-AUG-25,Others,0,3046.4,3046.4,3043.3,3043.3,10675,26643925,11
2025-08-01 09:27:00,TCS,NFO,Futures,28-AUG-25,Others,0,3041.9,3044.2,3041.9,3044,10500,26659675,12
2025-08-01 09:28:00,TCS,NFO,Futures,28-AUG-25,Others,0,3043.7,3044.7,3041.4,3042.6,13475,26659675,13
2025-08-01 09:29:00,TCS,NFO,Futures,28-AUG-25,Others,0,3042.5,3043.2,3041.8,3042.8,2625,26659675,14
2025-08-01 09:30:00,TCS,NFO,Futures,28-AUG-25,Others,0,3040.6,3041,3038.2,3039,12250,26654775,15
2025-08-01 09:31:00,TCS,NFO,Futures,28-AUG-25,Others,0,3039,3041.3,3039,3041.3,7000,26654775,16
2025-08-01 09:32:00,TCS,NFO,Futures,28-AUG-25,Others,0,3041.5,3042.3,3040,3041.5,8575,26654775,17
2025-08-01 09:33:00,TCS,NFO,Futures,28-AUG-25,Others,0,3041.5,3046.5,3040.8,3046.4,9625,26658450,18
2025-08-01 09:34:00,TCS,NFO,Futures,28-AUG-25,Others,0,3045.4,3046.8,3044.6,3044.7,14000,26658450,19
2025-08-01 09:35:00,TCS,NFO,Futures,28-AUG-25,Others,0,3044.5,3046.7,3044.4,3046,5425,26658450,20
2025-08-01 09:36:00,TCS,NFO,Futures,28-AUG-25,Others,0,3046.3,3048.2,3045.6,3046.3,3325,26656350,21
2025-08-01 09:37:00,TCS,NFO,Futures,28-AUG-25,Others,0,3043.6,3043.6,3042,3042.4,4200,26656350,22
2025-08-01 09:38:00,TCS,NFO,Futures,28-AUG-25,Others,0,3042,3042,3041,3041,6825,26656350,23
2025-08-01 09:39:00,TCS,NFO,Futures,28-AUG-25,Others,0,3041.9,3041.9,3040.3,3040.4,3675,26650925,24
2025-08-01 09:40:00,TCS,NFO,Futures,28-AUG-25,Others,0,3040.1,3043.1,3040,3043.1,4900,26650925,25
2025-08-01 09:41:00,TCS,NFO,Futures,28-AUG-25,Others,0,3043.7,3046.2,3043.7,3046.2,5775,26650925,26
2025-08-01 09:42:00,TCS,NFO,Futures,28-AUG-25,Others,0,3043.5,3045.7,3042,3045.3,8400,26658975,27
2025-08-01 09:43:00,TCS,NFO,Futures,28-AUG-25,Others,0,3046.6,3048.2,3045.4,3047.2,19775,26658975,28
