Timestamp,Open,High,Low,Close,PrevClose,Change,Volume,TotalVolume,BuyQty,SellQty,BuyPrice,SellPrice,TotalBuyQty,TotalSellQty,AvgPrice,UpperCircuit,LowerCircuit,Exchange,StockName,Trend,MA_Fast,MA_Slow,BB_Mid,BB_Std,BB_Upper,BB_Lower,MACD,MACD_Signal,MACD_Hist,UpMove,DownMove,+DM,-DM,TR_tmp1,TR_tmp2,TR_tmp3,TR,+DI,-DI,DX,ADX
2025-08-01 14:55:38,2014,2028.3,2010.2,2015.4,2018.2,-0.14,8,3933915,2,123,2015.1,2015.5,250669,439796,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,,,,,,,0.0,0.0,0.0,,,0.0,0.0,18.09999999999991,,,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:40,2014,2028.3,2010.2,2015.1,2018.2,-0.14,4,3933915,2,123,2015.1,2015.5,250669,439796,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,,,,,,,-0.023931623931730428,-0.004786324786346086,-0.01914529914538434,0.0,0.0,0.0,0.0,18.09999999999991,12.899999999999864,5.2000000000000455,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:40,2014,2028.3,2010.2,2015.0,2018.2,-0.16,110,3934046,700,2,2015.0,2015.1,254701,440067,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,,,,,,,-0.05038595465975959,-0.013906250761028787,-0.0364797038987308,0.0,0.0,0.0,0.0,18.09999999999991,13.200000000000045,4.899999999999864,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:41,2014,2028.3,2010.2,2015.1,2018.2,-0.16,5,3934046,700,2,2015.0,2015.1,254701,440067,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,,,,,,,-0.06256087526230658,-0.023637175661284347,-0.03892369960102224,0.0,0.0,0.0,0.0,18.09999999999991,13.299999999999955,4.7999999999999545,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:40,2014,2028.3,2010.2,2015.1,2018.2,-0.15,5,3934053,6,126,2015.1,2015.5,252165,439729,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,,,,,,,-0.07138668627271727,-0.03318707778357093,-0.03819960848914634,0.0,0.0,0.0,0.0,18.09999999999991,13.200000000000045,4.899999999999864,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:42,2014,2028.3,2010.2,2015.5,2018.2,-0.13,7,3934066,1,113,2015.2,2015.5,254090,439622,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,,,,,,,-0.04557914006977626,-0.035665490240811996,-0.009913649828964262,0.0,0.0,0.0,0.0,18.09999999999991,13.200000000000045,4.899999999999864,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:43,2014,2028.3,2010.2,2015.5,2018.2,-0.13,7,3934066,1,113,2015.2,2015.5,254090,439622,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,,,,,,,-0.02484013218918335,-0.033500418630486264,0.008660286441302914,0.0,0.0,0.0,0.0,18.09999999999991,12.799999999999955,5.2999999999999545,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:43,2014,2028.3,2010.2,2015.5,2018.2,-0.13,57,3934673,267,99,2015.3,2015.5,255234,438583,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,,,,,,,-0.00830854331206865,-0.028462043566802743,0.020153500254734093,0.0,0.0,0.0,0.0,18.09999999999991,12.799999999999955,5.2999999999999545,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:44,2014,2028.3,2010.2,2015.2,2018.2,-0.13,1,3934673,267,99,2015.3,2015.5,255234,438583,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,2015.2666666666669,,,,,,-0.019193383441916012,-0.0266083115418254,0.0074149280999093875,0.0,0.0,0.0,0.0,18.09999999999991,12.799999999999955,5.2999999999999545,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:45,2014,2028.3,2010.2,2015.5,2018.2,-0.13,6,3934673,267,99,2015.3,2015.5,255234,438583,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,2015.2777777777778,,,,,,-0.0035710401425603777,-0.022000857261972397,0.01842981711941202,0.0,0.0,0.0,0.0,18.09999999999991,13.099999999999909,5.0,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:44,2014,2028.3,2010.2,2015.5,2018.2,-0.13,6,3934684,703,22,2015.0,2015.2,254814,439193,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,2015.3222222222223,,,,,,0.008709383127779802,-0.01585880918402196,0.02456819231180176,0.0,0.0,0.0,0.0,18.09999999999991,12.799999999999955,5.2999999999999545,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:46,2014,2028.3,2010.2,2015.2,2018.2,-0.13,17,3934684,703,22,2015.0,2015.2,254814,439193,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,2015.3444444444442,,,,,,-0.005700078790141561,-0.013827063105245879,0.008126984315104318,0.0,0.0,0.0,0.0,18.09999999999991,12.799999999999955,5.2999999999999545,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:46,2014,2028.3,2010.2,2015.0,2018.2,-0.16,50,3934773,653,16,2015.0,2015.2,254523,439254,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,2015.3333333333333,,,,,,-0.03287900104714936,-0.017637450693626575,-0.015241550353522784,0.0,0.0,0.0,0.0,18.09999999999991,13.099999999999909,5.0,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:47,2014,2028.3,2010.2,2015.3,2018.2,-0.16,68,3934773,653,16,2015.0,2015.2,254523,439254,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,2015.3555555555556,,,,,,-0.029866715054140514,-0.020083303565729363,-0.00978341148841115,0.0,0.0,0.0,0.0,18.09999999999991,13.299999999999955,4.7999999999999545,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:47,2014,2028.3,2010.2,2015.3,2018.2,-0.14,6,3935335,650,90,2015.0,2015.3,254717,439697,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,2015.3333333333333,,,,,,-0.027166300500766738,-0.021499902952736842,-0.005666397548029896,0.0,0.0,0.0,0.0,18.09999999999991,13.0,5.099999999999909,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:48,2014,2028.3,2010.2,2015.3,2018.2,-0.14,6,3935335,650,90,2015.0,2015.3,254717,439697,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,2015.3111111111111,,,,,,-0.024741003622693825,-0.02214812308672824,-0.002592880535965583,0.0,0.0,0.0,0.0,18.09999999999991,13.0,5.099999999999909,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:47,2014,2028.3,2010.2,2015.3,2018.2,-0.14,6,3935335,650,1,2015.0,2015.1,255038,439740,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,2015.2888888888892,,,,,,-0.022558893491805065,-0.022230277167743607,-0.00032861632406145855,0.0,0.0,0.0,0.0,18.09999999999991,13.0,5.099999999999909,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:49,2014,2028.3,2010.2,2015.1,2018.2,-0.14,7,3935335,650,1,2015.0,2015.1,255038,439740,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,2015.2777777777778,,,,,,-0.03654659759445167,-0.02509354125308522,-0.011453056341366449,0.0,0.0,0.0,0.0,18.09999999999991,13.0,5.099999999999909,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:49,2014,2028.3,2010.2,2015.0,2018.2,-0.16,13,3935939,352,79,2015.0,2015.4,251356,439263,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,2015.2222222222222,,,,,,-0.05506634755988671,-0.03108810251444552,-0.023978245045441188,0.0,0.0,0.0,0.0,18.09999999999991,13.200000000000045,4.899999999999864,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:50,2014,2028.3,2010.2,2015.0,2018.2,-0.16,13,3935939,352,79,2015.0,2015.4,251356,439263,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,2015.1666666666667,,2015.2450000000001,0.1904979624148356,2015.6259959248298,2014.8640040751704,-0.06894858644932356,-0.03866019930142113,-0.030288387147902426,0.0,0.0,0.0,0.0,18.09999999999991,13.299999999999955,4.7999999999999545,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:51,2014,2028.3,2010.2,2015.0,2018.2,-0.16,200,3936172,152,46,2015.0,2015.4,249668,439618,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,-,2015.1444444444444,2015.2333333333333,2015.225,0.19432745018325673,2015.6136549003663,2014.8363450996335,-0.07903924556285347,-0.0467360085537076,-0.03230323700914586,0.0,0.0,0.0,0.0,18.09999999999991,13.299999999999955,4.7999999999999545,18.09999999999991,0.0,0.0,,
2025-08-01 14:55:51,2014,2028.3,2010.2,2015.0,2018.2,-0.16,200,3936172,152,46,2015.0,2015.4,249668,439618,2016.55,2220,1816.4,NSE Equity,HDFC BANK LIMITED,,2015.1444444444444,2015.2142857142858,2015.22,0.1989445836618991,2015.617889167324,2014.8221108326761,-0.08604430047444112,-0.05459766693785431,-0.031446633536586804,0.0,0.0,0.0,0.0,18.09999999999991,13.299999999999955,4.7999999999999545,18.09999999999991,0.0,0.0,,
