Timestamp,Open,High,Low,Close,Trend,Change,SMA_20,SMA_50,RSI
2025-07-30 13:51:35,251.45,252.5,249.5,250.7,,-0.44,,,
2025-07-30 13:51:37,251.45,252.5,249.5,250.7,-,-0.44,,,
2025-07-30 13:51:38,251.45,252.5,249.5,250.7,,-0.44,,,
2025-07-30 13:51:39,251.45,252.5,249.5,250.7,,-0.44,,,
2025-07-30 13:51:41,251.45,252.5,249.5,250.65,,-0.44,,,
2025-07-30 13:51:42,251.45,252.5,249.5,250.7,-,-0.44,,,
2025-07-30 13:51:43,251.45,252.5,249.5,250.65,,-0.44,,,
2025-07-30 13:51:45,251.45,252.5,249.5,250.7,,-0.44,,,
2025-07-30 13:51:46,251.45,252.5,249.5,250.65,-,-0.46,,,
2025-07-30 13:51:47,251.45,252.5,249.5,250.7,,-0.46,,,
2025-07-30 13:51:49,251.45,252.5,249.5,250.65,,-0.46,,,
2025-07-30 13:51:51,251.45,252.5,249.5,250.7,-,-0.44,,,
2025-07-30 13:51:51,251.45,252.5,249.5,250.7,,-0.44,,,
2025-07-30 13:51:53,251.45,252.5,249.5,250.7,,-0.44,,,50.0
2025-07-30 13:51:55,251.45,252.5,249.5,250.7,,-0.44,,,50.0
2025-07-30 13:51:55,251.45,252.5,249.5,250.7,-,-0.44,,,50.0
2025-07-30 13:51:57,251.45,252.5,249.5,250.7,,-0.44,,,50.0
2025-07-30 13:51:59,251.45,252.5,249.5,250.65,,-0.44,,,44.44444444444444
2025-07-30 13:52:01,251.45,252.5,249.5,250.7,-,-0.44,,,55.55555555555556
2025-07-30 13:52:01,251.45,252.5,249.5,250.7,,-0.44,250.6875,,50.0
2025-07-30 13:52:03,251.45,252.5,249.5,250.65,,-0.44,250.685,,50.0
2025-07-30 13:52:05,251.45,252.5,249.5,250.65,,-0.44,250.68250000000003,,42.857142857142854
2025-07-30 13:52:06,251.45,252.5,249.5,250.7,-,-0.44,250.68249999999998,,57.142857142857146
2025-07-30 13:52:07,251.45,252.5,249.5,250.7,,-0.44,250.68249999999998,,50.0
2025-07-30 13:52:07,251.45,252.5,249.5,250.7,-,-0.44,250.685,,60.0
2025-07-30 13:52:11,251.45,252.5,249.5,250.65,,-0.44,250.68250000000003,,40.0
2025-07-30 13:52:13,251.45,252.5,249.5,250.65,,-0.44,250.68249999999998,,40.0
2025-07-30 13:52:14,251.45,252.5,249.5,250.7,-,-0.44,250.68249999999998,,50.0
2025-07-30 13:52:15,251.45,252.5,249.5,250.7,,-0.44,250.685,,50.0
2025-07-30 13:52:17,251.45,252.5,249.5,250.7,,-0.44,250.685,,50.0
2025-07-30 13:52:19,251.45,252.5,249.5,250.65,,-0.44,250.685,,42.857142857142854
2025-07-30 13:52:18,251.45,252.5,249.5,250.65,-,-0.46,250.68249999999998,,50.0
