datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2025-08-01 09:15:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1083.6,1088.4,1083.6,1088.4,33550,14438050,0
2025-08-01 09:16:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1084.9,1085,1084.9,1085,20350,14438050,1
2025-08-01 09:17:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1086.6,1091,1086.6,1091,28050,14438050,2
2025-08-01 09:18:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1091.2,1093.2,1091.2,1093,28050,14447950,3
2025-08-01 09:19:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1092.9,1093.1,1088.2,1088.2,42900,14447950,4
2025-08-01 09:20:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1088.9,1091.5,1087.9,1091.5,11000,14447950,5
2025-08-01 09:21:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1091.4,1091.9,1089.7,1089.7,31900,14463350,6
2025-08-01 09:22:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1090.4,1090.5,1090.1,1090.5,3300,14463350,7
2025-08-01 09:23:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1091.1,1091.2,1088.1,1088.5,3850,14463350,8
2025-08-01 09:24:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1088,1088.6,1088,1088.6,3850,14472150,9
2025-08-01 09:25:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1087.9,1089,1087.7,1089,5500,14472150,10
2025-08-01 09:26:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1090.9,1090.9,1089.2,1089.7,21450,14472150,11
2025-08-01 09:27:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1090,1090.2,1088.1,1088.3,14300,14479850,12
2025-08-01 09:28:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1088.3,1090.2,1088.3,1090.2,5500,14479850,13
2025-08-01 09:29:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1090.4,1091,1089.9,1091,3300,14479850,14
2025-08-01 09:30:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1089.7,1089.7,1088.9,1089.4,6050,14479850,15
2025-08-01 09:31:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1089,1090.3,1089,1090.3,17050,14479850,16
2025-08-01 09:32:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1090.5,1092.1,1090.3,1091.7,23100,14479850,17
2025-08-01 09:33:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1091.4,1092.9,1091.2,1092.9,4400,14502950,18
2025-08-01 09:34:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1092.4,1092.4,1090.5,1090.6,10450,14502950,19
2025-08-01 09:35:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1089.5,1090,1089.2,1089.5,11000,14502950,20
2025-08-01 09:36:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1090.6,1090.6,1088.1,1088.2,9350,14515050,21
2025-08-01 09:37:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1087.7,1089,1087.7,1088.8,5500,14515050,22
2025-08-01 09:38:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1088.5,1089.6,1088.4,1089.1,11000,14515050,23
2025-08-01 09:39:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1089,1089.1,1088.7,1089,2750,14524950,24
2025-08-01 09:41:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1090.8,1090.8,1089.5,1089.6,11550,14524950,25
2025-08-01 09:42:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1089.6,1089.6,1088.7,1088.7,4950,14524950,26
2025-08-01 09:43:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1089,1090.5,1088.4,1089.6,15400,14534850,27
2025-08-01 09:44:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1089.3,1089.3,1086.2,1086.2,5500,14534850,28
2025-08-01 09:45:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1086.2,1086.3,1084.9,1086.3,28050,14537050,29
2025-08-01 09:46:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1087.3,1087.3,1086.4,1086.4,3300,14537050,30
2025-08-01 09:47:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1087,1087,1085.8,1086.8,6600,14537050,31
2025-08-01 09:48:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1086,1088.8,1086,1088.3,9900,14549700,32
2025-08-01 09:49:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1089,1089.8,1088.6,1089.2,7150,14549700,33
2025-08-01 09:50:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1089.4,1091.1,1089.4,1090,19800,14549700,34
2025-08-01 09:51:00,TATGLO,NFO,Futures,28-AUG-25,Others,0,1090.2,1090.5,1089.1,1089.3,2750,14474900,35
